workId, aired, genres
"1367","Apr 17, 2004","Adventure, Mystery, Comedy, Police, Shounen"
"239","Oct 6, 2004 to Mar 30, 2005","Drama, Mystery, Sci-Fi, Supernatural, Thriller"
"16706","Jul 9, 2013 to Sep 24, 2013","Harem, Comedy, Supernatural, Romance, Shounen"
"8129","Oct 15, 2010 to Dec 31, 2010","Slice of Life, Comedy, Josei"
"14513","Oct 7, 2012 to Mar 31, 2013","Action, Adventure, Fantasy, Magic, Shounen"
"2581","Oct 6, 2007 to Mar 29, 2008","Action, Military, Sci-Fi, Space, Drama, Mecha"
"11597","Jan 8, 2012 to Mar 18, 2012","Mystery, Comedy, Supernatural, Ecchi"
"1827","Apr 7, 2007 to Sep 29, 2007","Action, Adventure, Historical, Fantasy"
"5681","Aug 1, 2009","Sci-Fi, Comedy"
"4938","Mar 17, 2009 to May 15, 2009","Action, Adventure, Mystery, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
"34076","Apr 9, 2017 to Jun 25, 2017","Slice of Life, Comedy, Demons, Drama, Fantasy"
"1506","Apr 15, 2006","Adventure, Comedy, Mystery, Police, Shounen"
"21419","Apr 19, 2014","Action, Mystery, Police, Shounen"
"18689","Oct 6, 2013 to Mar 29, 2015","Comedy, School, Shounen, Sports"
"12069","Mar 21, 2003","Comedy, Drama, Shounen, Sports"
"7054","Apr 2, 2010 to Sep 24, 2010","Comedy, Romance, School, Shoujo"
"33323","Dec 20, 2016","Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
"16662","Jul 20, 2013","Drama, Historical, Romance"
"1735","Feb 15, 2007 to Mar 23, 2017","Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
"28025","Dec 31, 2014","Mystery, Comedy, Supernatural, Ecchi"
"23283","Jul 11, 2014 to Sep 26, 2014","Mystery, Psychological, Thriller"
"27833","Jan 9, 2016 to Mar 26, 2016","Action, Mystery, Supernatural"
"1566","Sep 1, 2006","Mecha, Military, Mystery, Police, Sci-Fi, Seinen"
"3371","Feb 9, 1998 to Sep 26, 1998","Action, Military, Sci-Fi, Space"
"8425","Jan 8, 2011 to Jul 2, 2011","Mystery, Historical, Drama, Romance"
"18679","Oct 4, 2013 to Mar 28, 2014","Action, Comedy, Super Power, Ecchi, School"
"12031","Jun 4, 2012 to Feb 25, 2013","Action, Historical, Military, Seinen"
"30831","Jan 14, 2016 to Mar 17, 2016","Adventure, Comedy, Fantasy, Magic, Parody, Supernatural"
"1430","Dec 15, 1979","Action, Adventure, Mystery, Comedy, Seinen"
"35857","Apr 4, 2018 to Sep 19, 2018","Action, Adventure, Comedy, Mystery, Seinen"
"1257","Nov 9, 2002 to Jul 25, 2003","Sci-Fi, Adventure, Shounen"
"35838","Oct 6, 2017 to Dec 22, 2017","Adventure, Mystery, Sci-Fi, Slice of Life"
"33161","Oct 27, 2016","Comedy, Romance, School"
"25013","Oct 7, 2014 to Mar 24, 2015","Action, Adventure, Comedy, Fantasy, Romance, Shoujo"
"3167","Aug 1, 2008 to Sep 18, 2009","Sci-Fi, Slice of Life"
"1974","Apr 6, 2005 to Mar 29, 2006","Drama, Shoujo"
"731","Dec 1, 2003","Adventure, Drama, Music, Sci-Fi"
"33206","Jan 12, 2017 to Apr 6, 2017","Slice of Life, Comedy, Fantasy"
"3927","Oct 5, 2008 to Mar 29, 2009","Action, Military, Sci-Fi, Space, Drama, Mecha"
"47","Jul 16, 1988","Action, Military, Sci-Fi, Adventure, Horror, Supernatural, Seinen"
"2449","Sep 23, 2005","Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen"
"3016","Dec 18, 1993","Action, Space, Military, Drama, Sci-Fi"
"135","Oct 10, 2001 to Mar 26, 2003","Comedy, Game, Shounen, Supernatural"
"186","Oct 15, 1999 to Jan 21, 2000","Action, Cars, Sports, Drama, Seinen"
"34626","Jul 24, 2017","Adventure, Comedy, Supernatural, Magic, Fantasy"
"2034","Apr 7, 2007 to Sep 29, 2007","Comedy, Romance, Shoujo"
"1914","Apr 7, 2007 to Mar 8, 2008","Adventure, Comedy, Drama, Fantasy, Historical, Romance"
"29831","Apr 2, 2016","Comedy, Drama, Slice of Life"
"5365","Jun 10, 2008","Drama"
"1382","Jan 21, 2000 to Mar 21, 2003","Adventure, Drama, Mecha, Sci-Fi, Shounen"
"30370","Sep 18, 2015 to Dec 20, 2016","Action, Comedy, Fantasy, Shoujo"
"27663","Apr 5, 2015 to Sep 20, 2015","Sports, Romance, School, Shounen"
"2759","Sep 1, 2007","Action, Sci-Fi, Mecha"
"7465","Mar 6, 2010","Sci-Fi, Slice of Life"
"16918","Jul 12, 2013 to Sep 20, 2013","Comedy, School, Shounen, Slice of Life"
"25313","Apr 3, 2015","Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
"12189","Apr 23, 2012 to Sep 17, 2012","Mystery, School, Slice of Life"
"15059","Nov 4, 2012 to May 10, 2013","Action, Cars, Sports, Drama, Seinen"
"1486","Apr 5, 1996 to Mar 27, 1998","Comedy, Drama, Romance, Shoujo"
"28725","Sep 19, 2015","Drama, Romance, School"
"31174","Oct 6, 2015 to Mar 29, 2016","Comedy, Parody"
"12477","Nov 9, 2013","Sci-Fi, Adventure"
"32995","Oct 6, 2016 to Dec 22, 2016","Comedy, Sports"
"34438","Oct 21, 2017","Action, Military, Sci-Fi, Super Power, Mecha, School"
"1482","Oct 3, 2006 to Sep 30, 2008","Action, Adventure, Comedy, Super Power, Demons, Shounen"
"2164","May 12, 2007 to Dec 1, 2007","Adventure, Comedy, Drama, Mystery, Sci-Fi"
"1363","Apr 22, 2000","Adventure, Mystery, Comedy, Police, Shounen"
"223","Feb 26, 1986 to Apr 12, 1989","Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
"72","Aug 26, 2003 to Oct 18, 2003","Action, Comedy, School"
"10643","Mar 25, 2010","Action, Comedy, Parody, Samurai"
"7791","Apr 7, 2010 to Sep 29, 2010","Comedy, Music, School, Slice of Life"
"3783","Feb 9, 2008","Action, Mystery, Supernatural, Drama, Thriller"
"237","Apr 17, 2005 to Apr 2, 2006","Adventure, Drama, Mecha, Romance, Sci-Fi"
"20507","Jan 5, 2014 to Mar 23, 2014","Action, Adventure, Comedy, Supernatural, Shounen"
"6171","Jun 24, 2009 to Apr 21, 2010","Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
"20371","Mar 15, 2014","Comedy, Drama, Romance, Shounen Ai"
"36474","Oct 7, 2018 to Mar 31, 2019","Action, Adventure, Fantasy, Game, Romance"
"6211","Jul 10, 2009 to Sep 18, 2009","Drama"
"4918","Feb 17, 2009 to Jun 23, 2009","Mystery, Comedy, Psychological, Supernatural, Drama"
"34376","Jul 8, 2017","Drama, Fantasy, Magic, Slice of Life"
"34440","May 26, 2018","Action, Military, Sci-Fi, Super Power, Mecha, School"
"781","Apr 17, 1999","Adventure, Mystery, Comedy, Police, Shounen"
"23289","Jul 7, 2014 to Sep 22, 2014","Comedy, Romance, School"
"32122","Nov 3, 2015","Action, Comedy, Historical, Parody, Samurai, Shounen"
"14713","Oct 2, 2012 to Dec 25, 2012","Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
"302","Apr 4, 1978 to Oct 31, 1978","Adventure, Drama, Sci-Fi"
"30015","Jul 2, 2016 to Sep 24, 2016","Slice of Life, Romance, School"
"25879","Jul 5, 2015 to Sep 27, 2015","Comedy, Romance, Seinen, Slice of Life"
"32615","Jan 6, 2017 to Mar 31, 2017","Magic, Military"
"31173","Jan 12, 2016 to Mar 29, 2016","Drama, Romance, Fantasy, Shoujo"
"889","Apr 9, 2006 to Jun 25, 2006","Action, Seinen"
"4901","Jun 27, 2010 to Jun 22, 2011","Action, Seinen"
"9963","Apr 16, 2011","Adventure, Comedy, Mystery, Police, Shounen"
"589","Apr 7, 1986 to Aug 22, 1986","Action, Adventure, Drama, Shounen"
"2951","Sep 24, 2005","Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen"
"16","Apr 15, 2005 to Sep 27, 2005","Comedy, Drama, Josei, Romance, Slice of Life"
"35110","Sep 15, 2017","Comedy, Drama, School, Shounen, Sports"
"17739","Nov 27, 2013","Slice of Life, Comedy, School, Seinen"
"4814","Oct 12, 2008 to Dec 28, 2008","Comedy, Drama, Romance, Shounen Ai"
"153","Apr 9, 2002 to Aug 30, 2003","Action, Adventure, Fantasy, Magic, Supernatural"
"6045","Oct 7, 2009 to Mar 31, 2010","Slice of Life, Drama, Romance, School, Shoujo"
"31490","Jul 23, 2016","Action, Adventure, Comedy, Drama, Fantasy, Shounen"
"7720","Apr 2, 2010 to Jun 25, 2010","Comedy, Seinen, Sports"
"8063","Mar 22, 2011 to Sep 27, 2011","Comedy, Drama, Romance, Shounen Ai"
"21469","Aug 8, 2014","Comedy, Kids, Sci-Fi, Shounen"
"15039","Aug 31, 2013","Slice of Life, Supernatural, Drama"
"4789","Oct 7, 2008 to Dec 23, 2008","Mystery, Supernatural, Drama, Romance"
"2004","Oct 2, 2002 to Mar 26, 2003","Supernatural, Comedy, Slice of Life, Drama"
"21877","Jul 14, 2018 to Sep 28, 2018","Comedy, Romance, School, Seinen"
"9656","Jan 12, 2011 to Mar 30, 2011","Slice of Life, Drama, Romance, School, Shoujo"
"16001","Nov 19, 2012 to Dec 10, 2012","Comedy, Drama, Romance, School, Slice of Life, Supernatural"
"31741","Apr 16, 2016 to Jul 2, 2016","Action, Adventure, Fantasy, Magic, Shounen"
"5029","Dec 13, 2008","Action, Sports, Shounen"
"1943","Nov 25, 2006","Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller"
"535","Apr 5, 1996 to Sep 27, 1996","Adventure, Comedy, Demons, Magic, Fantasy"
"16049","Apr 12, 2013 to Sep 27, 2013","Action, Sci-Fi, Super Power"
"1065","Mar 24, 1985 to Mar 22, 1987","Drama, Romance, School, Shounen, Slice of Life, Sports"
"1471","Apr 2, 1988 to Jul 14, 1989","Action, Comedy, Mystery, Shounen"
"23199","Jan 10, 2015 to Mar 28, 2015","Action, Mystery, Supernatural"
"26213","Mar 18, 2015","Comedy, School, Slice of Life"
"6421","Aug 26, 2009 to Aug 25, 2010","Military, Adventure, Drama, Magic, Fantasy, Shounen"
"33970","Dec 9, 2017","Military, School"
"2076","Apr 7, 1997 to Sep 11, 2000","Mystery, Shounen"
"851","Dec 11, 1992 to Dec 21, 1997","Comedy, Shounen"
"33489","Jan 9, 2017 to Jun 26, 2017","Adventure, Comedy, Fantasy, Magic, School"
"8740","Apr, 2010","Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
"31149","Jan 23, 2016","Action, Supernatural, Fantasy"
"846","Apr 3, 2006 to Sep 25, 2006","Comedy, Romance, School, Shounen"
"4053","Apr 25, 2008 to Jan 23, 2009","Comedy, Sports, School, Shounen"
"14813","Apr 5, 2013 to Jun 28, 2013","Slice of Life, Comedy, Drama, Romance, School"
"18179","Oct 8, 2013 to Jul 1, 2014","Comedy, Sports, Drama, Shounen"
"14075","Oct 5, 2012 to Mar 29, 2013","Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen"
"4772","Jun 25, 2008","Comedy, Shounen, Slice of Life"
"27831","Jul 4, 2015 to Sep 26, 2015","Action, Mystery, Supernatural"
"22043","Apr 5, 2014 to Mar 26, 2016","Action, Adventure, Comedy, Fantasy, Magic, Shounen"
"2448","Jan 27, 2006","Action, Mecha, Sci-Fi"
"1530","Oct 6, 2006 to Mar 16, 2007","Slice of Life, Supernatural, Drama, Romance"
"24997","Jun 13, 2015","Music, School, Slice of Life"
"81","Jan 25, 1996 to Jul 25, 1999","Military, Sci-Fi, Adventure, Drama, Romance, Mecha"
"10049","Jul 3, 2011 to Dec 18, 2011","Action, Demons, Shounen, Supernatural"
"5682","Apr 3, 2009 to Sep 25, 2009","Action, Drama, Seinen, Thriller"
"33926","Apr 7, 2017 to Jun 16, 2017","Action, Game"
"21647","Apr 26, 2014","Comedy, Romance, Slice of Life"
"1023","Jan 23, 2004 to Feb 25, 2004","Sci-Fi, Adventure, Psychological, Supernatural, Drama"
"35382","May 26, 2017","Music, Sports"
"2563","Sep 21, 2007","Fantasy, Sci-Fi, Shounen, Slice of Life"
"36649","Jul 6, 2018 to Dec 21, 2018","Action, Adventure, Drama, Shoujo"
"4059","Jul 16, 2008","Drama, Romance, School, Slice of Life"
"3665","Dec 24, 1999 to Jun 27, 2001","Military, Sci-Fi, Space, Drama"
"934","Apr 5, 2006 to Sep 27, 2006","Mystery, Dementia, Horror, Psychological, Supernatural, Thriller"
"14807","Sep 28, 2013","Drama, Mystery, Seinen, Supernatural"
"17265","Oct 5, 2013 to Mar 22, 2014","Action, Game, Adventure, Magic, Fantasy"
"36563","Apr 6, 2018 to Jun 29, 2018","Action, Sci-Fi, Slice of Life, Sports, Drama"
"36538","Sep 29, 2018","Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
"30885","Nov 17, 2015 to Mar 17, 2016","Action, Adventure, Comedy, Supernatural, Shounen"
"9204","Oct 16, 2010","Action, Adventure, Fantasy, Kids"
"29803","Jul 7, 2015 to Sep 29, 2015","Action, Adventure, Fantasy, Game, Magic, Supernatural"
"20815","Mar 15, 2014","Romance, Comedy, Shounen Ai"
"29893","Sep 26, 2015","Fantasy, Sci-Fi, Shounen, Slice of Life"
"2952","Apr 16, 2009","Action, Fantasy, Super Power"
"227","Apr 26, 2000 to Mar 16, 2001","Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha"
"4672","Jul 12, 2008","Action, Sci-Fi, Police, Psychological, Mecha, Seinen"
"35111","Sep 29, 2017","Comedy, Drama, School, Shounen, Sports"
"21855","Aug 16, 2014","Comedy, Mystery, Supernatural"
"25649","Jul 9, 2015 to Sep 24, 2015","Comedy, Drama, Romance, Shounen Ai"
"861","Apr 7, 2006 to Sep 29, 2006","Comedy, Drama, Mystery, Psychological, Supernatural"
"35320","Sep 13, 2017","Fantasy, Romance, Shoujo"
"3907","Apr 8, 1994 to Mar 31, 1995","Sci-Fi, Adventure, Space, Romance, Shounen"
"33899","Jan 7, 2018 to May 19, 2018","Music"
"18661","Aug 20, 2013","Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
"11739","Apr 3, 2012 to Jun 26, 2012","Comedy, Drama, Romance, School, Shounen, Slice of Life"
"28297","Apr 9, 2015 to Sep 24, 2015","Comedy, Romance, Shoujo"
"401","Dec 3, 2001","Romance, Samurai, Historical, Drama, Shounen"
"35968","Apr 13, 2018 to Jun 22, 2018","Slice of Life, Comedy, Romance"
"6702","Oct 12, 2009 to Mar 30, 2013","Action, Adventure, Comedy, Fantasy, Magic, Shounen"
"34100","Aug 26, 2017","Action, Fantasy, Magic"
"122","Apr 6, 2002 to Mar 29, 2003","Music, Comedy, Supernatural, Drama, Romance, Shoujo"
"645","Jan 3, 2004","Game, Shounen"
"9996","Apr 7, 2011 to Jan 26, 2012","Historical, Samurai, Seinen"
"10080","Apr 12, 2011 to Jun 28, 2011","Comedy, Harem, Romance, Shounen, Supernatural"
"7711","Jul 17, 2010","Fantasy"
"34451","Oct 8, 2017 to Dec 24, 2017","Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire"
"5678","Oct 6, 2009 to Mar 23, 2010","Comedy, Drama, Romance, Fantasy"
"77","Oct 2, 2005 to Dec 25, 2005","Action, Comedy, Drama, Magic, Super Power"
"36215","Aug 26, 2017","Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
"2159","Apr 13, 2007 to Sep 28, 2007","Comedy, Seinen, Sports"
"2154","Dec 23, 2006","Action, Adventure, Psychological, Supernatural"
"12113","Jun 23, 2012","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
"7338","Jan 27, 2010 to Jul 21, 2010","Action, Sci-Fi, Mystery, Super Power"
"31339","Oct 7, 2016 to Dec 23, 2016","Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen"
"2924","Oct 7, 2007 to Dec 23, 2007","Mystery, Drama, Romance"
"15","Apr 6, 2005 to Mar 19, 2008","Action, Sports, Comedy, Shounen"
"268","Oct 27, 1995 to Jun 28, 1996","Adventure, Comedy, Ecchi"
"2762","Oct 20, 1983 to Mar 29, 1984","Action, Adventure, Comedy, Romance, School, Shounen"
"1089","Jul 7, 1984","Action, Space, Mecha, Romance, Military, Music, Sci-Fi"
"15689","Dec 31, 2012","Comedy, Supernatural, Romance, Ecchi"
"25161","Aug 30, 2014","Adventure, Comedy, Fantasy, Shounen"
"9926","Apr 9, 2011 to Jun 25, 2011","Comedy, Drama, Romance, Shounen Ai"
"16395","Feb 4, 2013","Comedy, School, Shounen"
"995","Mar 24, 2006 to Mar 23, 2007","Action, Comedy, Sports, Shounen"
"2752","Jun 22, 2007 to Jan 25, 2008","Action, Comedy, Sports"
"9941","Apr 3, 2011 to Sep 18, 2011","Action, Mystery, Comedy, Super Power"
"4106","Apr 2, 2010","Action, Sci-Fi, Adventure, Comedy, Drama, Shounen"
"11113","Oct 28, 2011 to Jan 27, 2012","Josei, Slice of Life"
"31098","Apr 1, 2016 to Jun 24, 2016","Action, Adventure, Comedy, Demons, Supernatural, Shounen"
"66","Apr 9, 2002 to Oct 1, 2002","Slice of Life, Comedy, School"
"6438","Jun 17, 2009","Adventure, Comedy, Mystery, Police, Shounen"
"29093","Apr 12, 2015","Drama"
"29755","Jul 3, 2015","Comedy, Sports, Drama, School, Shounen"
"13767","Dec 20, 2012 to Dec 1, 2015","Comedy, Drama, Romance, Shounen Ai"
"427","Apr 3, 2003 to Mar 27, 2004","Comedy, Sports, Drama, Fantasy, Shoujo"
"416","Jul 18, 1992","Action, Adventure, Comedy, Drama, Historical, Military, Romance"
"6774","Oct 15, 2009 to Dec 24, 2009","Comedy, Psychological, Drama, Seinen"
"1088","Oct 3, 1982 to Jun 26, 1983","Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
"957","Apr 8, 2006 to Feb 24, 2007","Adventure, Fantasy, Comedy, Romance, Historical, Drama"
"36160","Aug 2, 2017 to Dec 29, 2017","Action, Comedy, Romance, Fantasy"
"6586","Oct 4, 2009 to Sep 26, 2010","Kids, School, Shoujo"
"9513","Jan 9, 2011 to Mar 25, 2012","Action, Comedy, Demons, Supernatural, School, Shounen"
"73","Jul 14, 2005 to Oct 20, 2005","Action, Military, Mecha"
"29095","Apr 19, 2015 to Jun 21, 2015","Drama, Harem, Psychological, Romance"
"387","Oct 10, 2002 to Dec 19, 2002","Slice of Life, Mystery, Psychological, Drama, Fantasy"
"27989","Apr 8, 2015 to Jul 1, 2015","Music, School, Drama"
"30415","Dec 5, 2015","Slice of Life, Comedy, Sports, Drama, School"
"2829","Sep 1, 1996 to Mar 23, 1997","Adventure, Slice of Life, Historical, Drama"
"1594","Oct 7, 2006 to Apr 7, 2007","Mystery, Horror, Psychological, Supernatural"
"10721","Jul 8, 2011 to Dec 23, 2011","Mystery, Comedy, Dementia, Psychological, Drama"
"31251","Oct 4, 2015 to Mar 27, 2016","Action, Drama, Mecha, Sci-Fi, Space"
"24","Oct 5, 2004 to Mar 29, 2005","Comedy, Romance, School, Shounen"
"3588","Apr 7, 2008 to Mar 30, 2009","Action, Fantasy, Comedy, Supernatural, Shounen"
"2618","Oct 8, 1978 to Apr 1, 1979","Adventure, Mystery, Historical, Drama"
"32093","Apr 9, 2016 to Jun 25, 2016","Slice of Life, Comedy, School"
"2150","Apr 12, 1990 to Oct 3, 1991","Adventure, Comedy, Fantasy, Kids, Slice of Life"
"6505","Apr 20, 2003 to Dec 9, 2008","Comedy, Romance"
"793","Aug 20, 2005","Mystery, Comedy, Psychological, Supernatural, Drama"
"30279","Oct 6, 2015 to Dec 22, 2015","Comedy, School, Shoujo Ai, Slice of Life"
"24921","Oct 3, 2015","Action, Sci-Fi, Seinen"
"3014","Feb 6, 1988","Action, Military, Sci-Fi, Space"
"7222","Feb 26, 2011","Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
"27775","Apr 5, 2015 to Jun 28, 2015","Sci-Fi, Drama, Romance"
"11813","Mar 14, 2012 to May 16, 2014","Action, Martial Arts, Comedy, School, Shounen"
"31765","Feb 18, 2017","Action, Game, Adventure, Romance, Fantasy"
"6582","Oct 3, 2009 to Mar 27, 2010","Comedy, Parody, Seinen, Super Power"
"2158","Apr 7, 2007 to Sep 22, 2007","Action, Drama, Military, Sci-Fi, Space"
"28","Oct 12, 2004 to Mar 14, 2006","Comedy, Shounen"
"22961","Dec 8, 2014","Slice of Life, Romance"
"14353","Mar 2, 2013","Game, Mystery, Psychological, Drama, Thriller"
"9289","Apr 3, 2011 to Sep 25, 2011","Slice of Life, Comedy, Drama"
"5781","May 22, 2009 to May 26, 2010","Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School"
"13331","Oct 10, 2012 to Dec 26, 2012","Action, Adventure, Seinen"
"16916","Feb 22, 2013","Sports, Comedy, School, Shounen"
"18429","Dec 7, 2013","Action, Comedy, Mystery, Shounen"
"17549","Oct 8, 2013 to Dec 24, 2013","Comedy, School, Seinen, Slice of Life"
"339","Jul 6, 1998 to Sep 28, 1998","Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural"
"12815","Apr 5, 2012 to Mar 28, 2013","Slice of Life, Comedy, Josei"
"22","Oct 10, 2001 to Mar 23, 2005","Action, Comedy, Sports, School, Shounen"
"33064","Feb 25, 2017 to Mar 1, 2019","Action, Military, Sci-Fi, Space, Drama"
"996","Mar 9, 1996 to Feb 8, 1997","Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
"1470","Apr 6, 1987 to Mar 28, 1988","Action, Comedy, Mystery, Shounen"
"780","Apr 18, 1998","Adventure, Mystery, Comedy, Police, Shounen"
"8408","Aug 25, 2010 to Feb 23, 2011","Action, Comedy, Supernatural"
"2623","Mar 15, 1997","Drama, Historical"
"30364","Sep 18, 2015","Comedy, Sports, Drama, School, Shounen"
"30745","Mar 14, 2015","Music"
"85","Mar 2, 1985 to Feb 22, 1986","Military, Sci-Fi, Space, Drama, Romance, Mecha"
"114","Oct 3, 2003 to Mar 26, 2004","Comedy, School, Shounen"
"22319","Jul 4, 2014 to Sep 19, 2014","Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
"658","Oct 5, 2005 to Mar 29, 2006","Game, Psychological, Thriller, Seinen"
"36214","Jun 9, 2018","Romance, School, Shoujo Ai"
"790","Feb 25, 2006 to Aug 12, 2006","Psychological, Mystery, Sci-Fi"
"11135","Oct 29, 2014 to Jan 28, 2015","Drama, Historical, Romance, Sci-Fi, Shounen Ai"
"4280","May 24, 2008","Action, Mystery, Supernatural, Thriller"
"4985","Jan 23, 2010","Action, Magic, Comedy, Sci-Fi, Drama"
"35073","Jan 9, 2018 to Apr 3, 2018","Action, Adventure, Fantasy, Game, Magic, Supernatural"
"2143","Apr 28, 2007 to Mar 28, 2008","Action, Adventure, Drama, Fantasy, Shoujo"
"3228","Jan 6, 2008 to Mar 30, 2008","Comedy, Parody, School, Shounen"
"10012","Aug 14, 2011 to Dec 31, 2011","Comedy, Parody, Supernatural"
"10029","Jul 16, 2011","Historical, Romance, School, Shoujo"
"35120","Jan 5, 2018","Action, Dementia, Demons, Horror, Supernatural"
"2035","Apr 17, 2007 to Jul 3, 2007","Slice of Life, Romance, Historical, Drama, Seinen"
"429","Dec 11, 2005","Comedy, Drama, Shoujo"
"4898","Oct 3, 2008 to Mar 27, 2009","Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural"
"3572","Apr 4, 2008 to Sep 26, 2008","Action, Space, Mecha, Romance, Military, Music, Sci-Fi"
"22097","May 14, 2014 to Jul 15, 2015","Action, Adventure, Fantasy, Magic, Shounen"
"33190","Sep 3, 2016","Sci-Fi, Drama"
"2605","Jul 8, 2007 to Sep 23, 2007","Comedy, Parody, School, Shounen"
"26123","May 16, 2014 to Aug 16, 2019","Slice of Life, Comedy, School, Shounen"
"4163","Nov 3, 2008 to Jan 5, 2009","Comedy, Parody, Romance, School, Shounen"
"849","Apr 3, 2006 to Jul 3, 2006","Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life"
